name,review,rating,date
あるーん,崩壊シリーズをプレイするのは今作が初めてですが、無課金でも問題無く楽しめています。メインストーリーも追いついたので各キャラこつこつ育成中。最新メインストーリーがめちゃくちゃ面白い+見応えある演出で胸が高鳴りました。原神も遊んでみるか,5,2023-07-31 10:42:40
＠ふつう,難しことは書けませんが、ゲームデザインが素晴らしいと思います。ストーリーや戦闘システム、BGMなによろ戦闘時のテンポ感が絶妙で、ターン制の戦闘でも、もたつき感がなくて、見ていて『気持ちいい』んですよね。,5,2023-06-06 23:35:03
あそかなたらやそつぬねひて,"キャラクターの☆5の排出率0.3%
なんかよくわからん装備の☆5の排出率0.6%
はっきり言って☆5出すだけでも心折れる

崩壊学園から崩壊3rd、原神とプレイしてきてるので期待してましたががっかりです",1,2023-04-27 14:37:31
るな22222,ガチャ石をくれる敵の金色のブタさんが透明になって消えてしまいます。これは発見されたため逃げられたってことなんでしょうか?しばらく経っても表示されません。ワープもしてもいないままです。ただ、当たり判定はあるらしく戦闘には入りませんが，何か透明なものに引っかかります。,5,2023-05-13 10:42:18
Alisu0808088…8,"キャラは可愛いんだよ、属性組み合わせて強くして星4でも強いって期待したのに、ただの星5キャラゲーで草。しかも石そんなにくれないのに、確率鬼だし、
強化アイテムもそんなにくれないのに、敵最初から殺意増し増しで",3,2023-04-27 09:17:06
DUODIO0014,"今までの限定ガチャ全てすり抜け、すり抜けキャラは全てクラーラ、、、、、、。
嫌になってきます、、、、。
すり抜けないことってないんですか？
原神は、すり抜けない時が多く、良心的なのですが、、、、。
おもろしいだけに残念😢",3,2023-07-08 00:47:57
（╹◡╹）❤️,"ストーリームービー長過ぎ、終わったかとおもったらまたムービー敵を数体倒したらまたムービー
飛ばせないのまじ面倒くさい
ガチャは恒常は闇鍋、やっと星5きたと思ったら装備アイテム
33ランクまで上げたけどもういいや...",2,2023-07-24 17:01:43
Ipad3817370,"AIのべりすとの方がマシなレベルのストーリー。
しかもガチャは星5キャラが3/1000て…
80連みたいな広告が雀の涙で草。
暇つぶし位にはなるが課金する程入れ込むものではないし、
人に勧められるレベルではない。",2,2023-05-04 09:45:02
MintBlue,"エラーコード 1001_2でログイン出来ない場合、コンテンツブロッカーを切ってみて下さい。
特にAdGuardアプリの場合はログインエラーになりました。
オフにすればログイン出来ました。

ご参考まで",4,2023-04-27 04:19:49
サカナか,"まず、1キャラ1キャラの作り込みがすごい.
動かすだけで楽しいのは原神と同じ感覚を得た

バトルシステムも簡単でサクサクです

あとはガチャですが、リセマラしない方がいいです。時間の無駄です、星4ですら強いんですもの",5,2023-05-03 09:17:26
じじじじじよ,"みほよと言えば、3rdにしても原神にしても
ものによるがリアルタイムアクションバトル、マルチプレイなど臨場感の高さが好きだった。
なのにまさかの長尺ストーリー、ソロプレイ、ターン制バトル…。
がっかり…。お蔵入り決定。",1,2023-04-28 14:00:51
むぁあぁ,"タイトルにあるように移動のストレスや日課の必要時間とか全てに付きっきりになるとことか、諸々の理由で原神は続かなかったんですが
このゲームは楽しく続いてます
ターン制バトルが好きな人は結構好きな人多いと思います
キャラも可愛くてよきです",5,2023-06-06 22:28:04
とにかく安い明村,面白いが、やり尽くして飽きる。翻訳の問題や誤字はたまにある、これは日本語チームに問題があるかも。バランスは特別良くもないがソロゲーのため困らない。年単位で続けるには無理があるが、よいゲームだと思う。,4,2023-07-20 20:55:42
リトルターン,"星4も含めてキャラクターがみんな作り込まれてて魅力的！戦闘演出も良い！！
無凸でもかなり使えるのも高評価！！
ストーリーは難しいけどめっちゃ良いんよなぁ。
アンストしてもう一周したくなるレベル。",5,2023-07-28 17:58:55
ガチャレ○プ,"ゲーム性以外の全てに力を加えているので
肝心な戦闘面はやってて何も面白くない。
一昔前のコマンドRPGよりも劣化してる。
これに課金、周回して時間浪費するぐらいなら
買い切りのコンシューマーやってた方がいい。",1,2023-04-29 13:21:13
i_nzm,"原神のところだから、キャラとかマップとかは綺麗で良い。
ただ、戦闘システムが面白くなさすぎる。
わざわざ課金して強いキャラ引かないといけないなら、コンシューマのRPG買ってプレイしたほうが楽しい。",1,2023-04-28 23:40:51
mgjag@5,"原神はあまり自分的には続かなかったのですが、崩スタはすごく自分好みで好きです！キャラもみんな可愛くて男性キャラも推せます。
ストーリーも面白くて結構見てます！
ターン制なのでちょうどよくやりやすい。",5,2023-04-30 23:18:57
m&k82,めっちゃハマって面白いのだけど、だいぶ進めてから気づいてアカウント登録をgame Centerにしたら特典コード受け取れなかった。今後もでても受け取れ無いのかな　でもやり直したくないぐらいハマった,5,2023-04-28 10:30:44
頭の体操6番目,重課金の人達の事情はわからんけど、無課金or微課金の人はまだ全然やることあって楽しめるかな。ストーリーはすぐクリアしちゃったけど、キャラ育成やサブクエとかが沢山あるからまだ楽しいのが続いてるよ。,5,2023-06-07 05:23:26
強要されたレビュアー,"昨今のゲームではカメラ操作の上下、左右それぞれ操作反転(リバース)に対応しているので当然搭載されているものだと思った。
カメラの上下を操作する機会は少ないが、この機能がないとかなり操作し辛い。アップデートで機能追加して欲しい。",3,2023-04-26 13:12:38
空飛ぶ玉ねぎマン,ガチャは今更だから何も言わない。ただ仲間1人1人に対して育成する事が多すぎる…それに対して周回のスキップも無いから素材もそこまで集まらないし、周回してもすぐスタミナ切れる。なので自分にはちょっと合わなかった,3,2023-05-06 05:11:52
ゼルフォ,"崩壊3rd原神やってるものです
グラフィックは本当に最高！それだけ
ターン制バトルにしてはできることが少ないのが大問題。他がいくらよくても通常攻撃とスキルと必殺技だけではやっていけない。装備技くらいあってもいいと思うんですが…",3,2023-04-26 18:08:16
アァァァあははは,"どんなに開発費をかけた名作であろうとも、プレイ出来ないのでは話にならない。
もっとも本作に限ってはクローズドベータでログイン済みユーザーだけでも十分に億単位の利益が出るだろうから、一般ユーザー無しでも良いという判断なのだろう。",1,2023-04-23 09:00:09
わ〜( ´Д`)y━･~~,ガチャがかなり酷い。最初の確定以外全く当たらない。ガチャで強いキャラ引かないと模擬宇宙の攻略はまず無理。推奨レベル以上に強化してもボスまで辿り着けない。ストーリーだけなら詰むことは無いと思う。,1,2023-05-09 15:04:13
₍₍ ◝(●˙꒳˙●)◜ ₎₎✖︎✖︎,"マップ移動がとにかくダルい
クエストであっちこっち行かされるだけで疲れる
キャラ育成素材がとにかく集めにくい
１日で1キャラすらまともに育てきれない
ガチャ更新だけじゃなく素材イベとかしてほしい",1,2023-05-31 06:23:54
ヨークシャーデリー,マジでガチャ渋い 最初の初回限定、ピックアップ、恒常合わせて300連近く引いたけど星5は初回確定の1枚、ピックアップ確定の1枚、恒常で武器1枚の合計3枚。攻略はできるが、変わり映えしない手持ちで面白くない。,1,2023-05-28 00:55:59
ヒーロン,グラフィックレベルは国内メーカーも見習うべきクオリティです、凄いですね。でもストーリー導入が深刻なくらい手抜き、壮大な背景があるとすれば丁寧に解説すべき、すぐにオート戦闘するので没入感もなし,2,2023-05-02 09:14:56
マジカルひよこ,"ストーリーが分かりにくすぎる。
オリジナルの用語ばかりで何を言っているか訳がわからない。疎外感がすごい。
キャラの性格も絶妙にイライラする。
数時間遊んだらもういいかなって感じでした。アンストしました。",1,2023-07-08 02:00:49
えいろん,最高のゲーム体験ができました。開拓レベル50ほど。「今はここまで！」を食らって、ゲームを開いては閉じる日々です。スタミナの、上限180を緩和するか、回復を早くしてください😭😭,4,2023-05-27 05:10:46
みゅぱみゅぱキャリー,"このクォリティーで無料ですよ？
無料に何求めるの？

勝てない人って戦闘前にアイテム使ってドーピングしてるのかな…
星５、１体、配布星４でストーリークリア出来るんだけど…自分が運がいいだけ？",5,2023-05-08 21:52:03
F91857426,"ガチャで星5キャラ引いたのに反映されませんでした。
詳細をガチャ結果画面で確認したので光円錐と間違えてはいないはず。
多少のバグが出ちゃうのは仕方ないとしても、流石にこれは許容できないです。",1,2023-05-13 13:33:45
maxheart,"原神も崩壊3rdも好きだから期待してたけど、それを大きく下回る。
ストーリー長い
戦闘が単調
ガチャが渋い
ガチャは運要素あると思いますが、戦闘はこの先多分飽きると思うので、アンスト",1,2023-04-28 03:58:36
暇人o(^▽^)o囧,"キャラの動きやグラフィックは、もはや安定感抜群！
ストーリーは、ややこしい面はあるものの、普通な感じ。
アクションゲームとおもってやると期待外れとなりますが、コマンドゲーならこんなもんかと",5,2023-05-06 06:20:19
かかぽの民,音楽○ 癖になるやばい キャラビジュ○ 良すぎてびびるこれまじ 声○ 上に同じ ストーリー○ 難しそうに見えて割と理解出来る。 専門用語多いけど深く考えたらあかん。軽く読もう。おもしろいよ ゴミ箱 神秘的だね,5,2023-06-02 17:41:57
初めて3日,"今の所ボスの行動が強攻撃がくるか雑魚を呼ぶかスタンさせるかくらいしかバリエーションが無い感じ。
育成もやたらと重くて色んなキャラクターを試すのも難しい。
つまらなくは無いけど面白くもない。",3,2023-05-17 11:27:25
BWY1258,これほどの神ゲーに出会ったことない。正直個人的には原神より面白いと思ってます。某老舗ゲームの跡を継いで伝説になるのはこのまさしくゲームである。配布キャラで充分遊べますし文句無し！100年後もあって欲しい。,5,2023-06-07 05:01:16
ヒミズ++,"2戦目ボス戦の
歌が流れる所で鳥肌がたちました。

グラフィック、音楽、キャラクターも作り込まれていて最高です。

　現在のマップは3ヶ所ですが、これから増えていくので、今から楽しみです。",5,2023-05-20 23:32:11
cazzomelda,"ガチャヤバいねwマジ出ねぇw
3rdのキャラ出てくるからまぁ良いっちゃ良い。

システムが殆ど原神だからわざわざコレやるかなぁ・・まぁアクション苦手な人にはって感じか。

あとな。3rd好きは萌え豚じゃねぇぞ。一から出直してこい。",1,2023-04-29 12:59:03
焼きたての洗濯機,レビューを見ているとリセマラが出来ないから星1という声をよく見かけます。自分は評価の低いキャラを引き当てたのですが、全然問題なく第1章をクリアすることが出来ました。もっとストーリーや世界観を見てレビューすべきだと思い出した。,5,2023-04-28 12:41:18
影推し,アクションが好きなら原神、RPGが好きならこちらかな。　列車に乗るまでは正直つまらない。　それを越えればなかなか楽しいです。　これからやる方は、列車に乗ってから続けるか、辞めるか判断した方がいいと思います。,4,2023-04-29 06:55:43
ウイイレを良いゲームに,自分は原神に乗り遅れてしまった人でしたが、このゲームが救ってくれました。アクションゲームが苦手でもターン制なのでやりやすく、属性のことも考えたら攻略してる感じがありやりがいを感じています。キャラデザも最高！！！！,5,2023-05-04 09:34:20
p@amjtodk,"とにかく長いチュートリアル
進めど進めど一、二回しか引けないガチャ
グラはまあまあ良いがそれだけ
ストーリーありきたりだしスキップできない
これに金出すなら据え置きのコンシューマゲームやったほうが100万倍マシ",5,2023-04-26 07:14:01
バッテリー消費すご,"戦闘が長い
会話がスキップできない
移動の操作性が悪い
演出オフにできなくて1アクションが長い
意味の無い会話選択でテンポが悪い
キャラの見た目はいい

なぜ崩壊3rdの様に手軽にできないのか",2,2023-04-27 18:35:48
トンカツグルメ,"更新遅い
素材の要求エグいのにスタミナ回復遅くてやることすぐなくなる
キャラ育てるのが大変すぎて萎えるし飽きてくる
新キャラ来ても育成間に合わないともうよほど好みじゃないとガチャ回す気にならなくなってくる

あと戦闘長い",2,2023-08-07 21:33:42
らいらひ,シンプルにつまらんかった。ストーリーは目滑るし戦闘システム以外の部分がほぼ原神と変わらないのが微妙。結局聖遺物みたいなもの厳選することになるんでしょって感じでこっちやるか原神やるかみたいな感じになりそうだった。,1,2023-05-01 08:56:45
詠海まる,"はっきり言ってやること無さすぎる。
アプデ待ち？いやいや、3日でやること無くなって
アチーブメントもほぼほぼ取り終わったら
何をやれって言うの？？
1日五分だけの日課をして閉じる日々。",1,2023-05-26 04:35:21
葉桜朱鷺,"戦闘は倍速ありオートもできるのはいいけど
移動は両手での操作が必要はなぁ〜
基本オートとかできるゲームって片手間にできるやん？終わったら両手になるなら結局やんな
それならスマホゲーみたいな感じにしようや",1,2023-04-28 21:00:12
GIVE ME MANY THINGS,ストーリーが何回読んでも理解できないゲームは続けられない。崩壊3rdしてる人でもこのゲームに出る専門用語は理解出来ないらしい…ガチャを除いていいところがいくつかあるのにストーリーがク◯すぎて数日で投げました。プラス要素よりマイナス要素の方が圧倒的に多いゲームでした。,1,2023-05-08 09:07:19
メメゾン,"他のゲームよりもリセマラが面倒です。一回一回が長いので所要時間がかなり必要です。1番の罠が同じ垢でもう一度入れて始めたら前のデータに戻るので二度手間。
あっ、ゲーム内容は満足です。",4,2023-04-26 11:06:32
さあやたれやるおのた,アクション要素ないので慌てずドラクエの様にコマンド入力できる。パーティの組み方で強さは変わるからキャラ単体で強さを測る必要は少ない。役割がそれぞれあり、敵との相性もある。ただ安定性のため回復キャラは1人はパーティに欲しいです。,5,2023-05-04 05:09:35
やっぱ辛えわ,"自分的には原神より好きかな。原神みたいに自由に動いて戦闘するのも嫌いじゃないけど、ターン制はルールさえ理解すれば通用するからね
ただしガチャお前はダメだ( *｀ω´)",4,2023-05-19 12:13:20
piraipi,"課金要素は原神同様星4極めてたりガチャ引いてれば星5出るしなんとかなるけど原神同様ストーリーが途中から適当になると言うかなんと言うか
最初から諦めるなら設定もっと簡単にしろよってなる",3,2023-05-23 22:54:30
っっこう,タン制ゲームに置いては面白いくないし、何よりスタミナシステムが意味わからない。確かにキャラクターデザインがいいかもしれませんがゲーム性は日本製のRPG以下ですね。おすすめしません,1,2023-05-20 21:09:41
gmpjaj,はい、お金のないお子様は静かにしててください。すり抜けさえしなければ意外とあっさり凸できます。ガチャが渋いと言ってる人は原神とかもやってないんだと思うけど、ソシャゲを無料でできてるなら良くね？,5,2023-05-10 09:07:24
蓮基地,"2〜3日ログインしてなくて、昨日ログインしたら、データが消えてた？ログインを新しくし直すと最初からになってた。
まぁ、体力とかないから楽しいからまた最初からやり直しするけど、なんでだろう？？",3,2023-05-29 21:21:19
おもしろいmkー2,"原神はアクション要素と外観にも影響あるから気にならないがRPGで属性が必要な上にガチャから念装出るのはやる気がなくなる。
戦略性も無く移動が怠いので流石に無理でした。
新作に期待",2,2023-05-10 11:28:50
Senri.,原神と違いストーリーに全く没入できません。初手から専門用語だらけで面白みがない。原神よりやりやすい部分は多々あるがストーリーに没入できないためやる気がおきない。すぐ飽きてしまいました。,1,2023-05-15 08:50:32
marugame_udon,必殺技演出とグラフィックのみでは誤魔化しきれない戦闘の単調さ、ターン制RPGなのに移動がストレス、崩壊ファンとRPG寄りの原神がやりたかった人なら飽きずに出来るのかなと...,2,2023-04-26 16:47:05
黒の剣士りく,"あのすみません...
データ消えてしまったんですけど。
ゲーム性は素晴らしいのに、
元々ログインしてたデータで出来なくなり
初期化されてしまうって、
期間空けたらデータ消えるんですか？",5,2023-06-08 03:19:53
Zfho,"原神とグラフィックのテイストもキャラの感じも変わらない。
原神にターン制バトルとSF感を追加しただけ。
長々と会話聴けるストーリーを面白いと思える原神ファンにはおすすめです。",1,2023-04-26 09:33:10
しんです！,"まず、日本語がおかしい!
ストーリーもしっくりこない
絵が綺麗だけで課金者優勢
無課金の人は苦労しますよ

いいレビュー書いてるのは雇われか中国人でしょ?
しょうもないゲーム

以上",1,2023-07-19 12:32:45
かえでさんメロン,"★5は確定しか手に入らないと覚悟してください。
ゲームは面白いですがストーリーは２日あれば全部クリアします。
そのあとはスタミナ消費しながらアイテムを厳選する作業しかないです。",3,2023-06-08 11:16:45
ハンガリージョッシュ,"翻訳がおかしいんじゃなくて、いろんなネタをパロってぶち込んでるだけです、おじさんが理解できてないだけですよ
用語が難解？あなたの読解力がないだけです、義務教育からやり直しましょう",5,2023-05-01 01:47:37
ショウサム,"原神とかよりはこっちの方が好き

だがガチャの確率がゴミすぎてやる気にならない
もう少し最高レアの確率あげろよ…

星5確定のガチャ以外は10連引いても星5は出ないと思って良い",3,2023-04-29 00:43:22
弱いととこ,わたぁしはさーどとげーんしんしてますけどぉ、脳を使うゲームでえとても脳がたのしぃんでますぅ！！！でもぉ…！ちょっと難易度がぇあ高くてェ毎度ギリギーり^_^、笑笑笑かなしぃいが茶の仕組みわからなぁい,5,2023-04-30 14:38:58
ブリュンヒルド一世,"崩壊シリーズ、原神と作り続けてきたmihoyoの技術力がよくわかる。めっちゃグラフィックも綺麗だしキャラもいいし声優もいい。
何より姫子先生を出してくれてありがとう",5,2023-06-05 07:00:38
huioojhgfd,"自分の端末では序盤のチュートリアル後のDLで引っかかってリソースDL出来なかった😭
一旦諦めてPS5のリリース待機！

系統としてターン制バトルの方が好きなので原神よりは私はこちらの方が好きです。",5,2023-04-29 07:57:01
コッチヲ見ロ,グラフィックは良いがそれ以外はゴm… スキップ出来ません。チュートリアル長いです。f○o似の10年前のバトルシステムです。続編にしては出来が悪いです👎期待外れでした…,1,2023-05-12 20:58:11
わをんたちつて,いつものようにゲームを始めようとしたら何が原因か分からないのですが、「操作が頻回すぎます。」と表示され遊べなくなりました。修正お願いします。ゲーム自体はとっても楽しいです！,4,2023-06-01 12:14:46
原神好々厨」,"原神っていう肩書きがあるだけで同じゲーム制でやるならもっといいゲームあります
脱がされるために生まれてきたってかんじ
レビューの8割は原神を作った会社ってだけで過大評価してます",2,2023-06-13 12:18:42
がが民,さすがにmiHoYo とてもよくできているが　やはりガチャゲー　ガチャの引きが悪ければモチベは下がるだけでいつもどうりな感じ　あとわかっていたけどやはりキャラ凸はありますね。,3,2023-04-27 05:46:21
あるかなふぉーす,"チュートリアルが長ければ、ガチャの排出率も渋過ぎる。
お金や時間、端末の容量を使ってまで楽しめそうになく、今後に期待出来ないと判断の上でアンインストールしました。",1,2023-07-24 15:54:21
ルルーシュ レティアヌス,"メインストーリーがない期間が長いので、その間はやる事ない。
イベントは正直つまらないし、キャラ確保と育成はある程度やれば行き詰まる事はないのですぐ終わる。
結果やる事なしになりつまらない状態が続くかも。",3,2023-07-19 04:11:58
jsjsbをwn,"オープンワールドに力を入れてるせいかターン制のゲームとしては少し不満あり。
スキルとかの内容があまり変わりがない
ターン制の別ゲーはもっとスキルの種類があったりするがこのゲームは少ない",3,2023-04-27 13:35:55
リターンエース,"いつもは書かないんだけど今回は書きます。
楽しみすぎる。
でも事前ダウンロード可能になるの早すぎない？
と思いましたが、前日とかだと「まだ出来ないんだけど！」とかレビューされるだけだからこれで良いのかな。
待ち遠しい。早く遊びたい〜‼︎",5,2023-04-23 22:17:24
jIG_Sou,"事前登録してたワクワクしてたのですがログイン時にコードが送られて来ない。
Twitterのアカウントが凍結くらった影響？と思ったりしましたが。まだそう言う状態になってない？",1,2023-04-26 06:00:47
iceman1410,"まずRPGでストーリーがつまらないのは致命的
ホヨバなのでガチャも配布も激渋
イベントもしょぼ過ぎてどうでも良いレベル
育成素材集めるだけのやる事ない虚無ゲー
課金までしてやるのはおすすめしない",2,2023-07-01 13:04:42
92chay,"キャラクターの出来が良いので楽しんで続けられそうです。
ヘルタちゃんというドールぽい子が出てきました。わたしの大好きなタイプの設定のキャラですね。ロリバ・・・いえいえw",4,2023-05-28 15:16:30
まん◯ー,"見てくれだけはすごく良い
グラフィックはとっても綺麗。でもそれ以外に　評価する点はない。バトルはよくあるポチポチ。ストーリーはつまらない上に翻訳が下手なせいかキャラに魅力ゼロ。ガチャは激渋。
悪くないけど、よくもない。",3,2023-04-28 15:45:21
白甲虫,"無料で出来るソシャゲの域を軽く超える完成度。他の方も言及してるが、チュートリアルのホヨバ専門用語ラッシュを乗り越えれば神ゲーということを実感出来る。
ただし原神を蔑ろにしすぎでイラついたので☆1。ゲーム性は☆5",1,2023-05-11 14:29:44
サラサラリー,"ストーリー、探索、戦闘すべてがつまらない。
綺麗な映像を楽しみたいなら映画やアニメでいいでしょう。
このゲームを面白いと感じるなら全てのRPGを楽しめる才能があります。",1,2023-04-26 09:08:43
かなはなりら,"β版はもちろんやってないです
今まで原神一筋でしたが 崩スタがリリースされると言うのを聞いてずっっと楽しみにしていたゲームです！！ 楽しくプレイさせていただいています😌",5,2023-04-27 04:00:11
あちゃらかパー,何とか認証コード?も入力できて登録もできたので 26日の10時が楽しみです♪って明日やん!!! こういうシリーズのゲームするのは初めてなので 楽しめたらな♪っていう思いで5にします♪,5,2023-04-26 06:16:22
クララ00000,iPhone13でプレイしているのですが、文字が小さくてかなり目が疲れます。余白がかなり余ってるのに文字が小さくてイライラします。設定で文字の大きさを変えれるようにアップデートしてほしいです。,2,2023-04-29 08:20:00
こいつらの頭沸いてんな,"リセマラなんてやりたい奴がやればいいのであって会社に対してリセマラしにくいから評価下げるの笑えるわ
じゃあリセマラしやすいゲーム自分で作れば？w
金足りなくなってすぐサ終するだろうけどなw",5,2023-04-27 07:42:01
Hi bruh all taken,I’m shocked at how terrible the login is on this game like how is it always getting errors hoyoverse fix it game,3,2023-08-02 08:58:35
匿名を希望致すで候,"ターン制バトルって書いてあるんだから文句ある人は原神やってください。アクション苦手な私はターン制バトルで嬉しいです。シンプルながらに戦略も練れて楽しい。
キャラクターも魅力的です。",5,2023-06-24 18:47:28
アイワナは良いぞー,"ここ数ヶ月の原神が虚無だったから余計に面白く感じる。
ただあくまでサブとしてやるものだな、メインとしてやるとすぐに虚無入ると思う。
チラホラエアプ低評価と原神信者いるのおもろ",3,2023-08-02 20:58:43
マジックボンバー！,シナリオ読んでる時に誤タップしてしまった時に読み返せないの萎えます会話のログ追加して下さい。ゲームの完成度は凄くいいと思います。要求スペックはかなり高いですが,4,2023-06-08 05:33:55
925830679,我等卡芙卡池子在银狼限定时垫了30抽，今天卡夫卡出抽了90发没有抽卡记录，甚至卡夫卡还歪了！你们不会做程序就别做了！还是歧视中国玩家？UID：900205417你们帮我把号封了吧！,1,2023-08-09 05:08:09
ニックネーム被り機能要らんないでしょ,"次のアプデでジャンプ機能を搭載してもらうことって出来ませんか？笑
階段とかちょっとした高いところからすぐ下に降りれるような仕組みにしてもらえると凄く捗ります🙏",5,2023-05-01 07:11:32
ワークのmike,ゲームの1番の楽しみガチャが腐ってます。原神の何倍も出ないです。じゃあこのゲーム何が楽しいのか？何も面白くない。課金必須でやっと楽しめる。有料アプリとかわりません。,1,2023-04-28 20:48:11
ニィラス,"某ドラゴンのクエストでオンラインでバージョンが更新される形式のそふとがあったが、それを彷彿とさせるワールド構成とサブクエの豊富感。
キャラクターもどれも美麗で満足",1,2023-04-29 04:35:20
HinomaL,配布キャラだけでも十分使えるし、自分の好きなキャラ引いても後悔はないと思います。ストーリーも深くて面白いです。キャラデザも戦闘のテンポも自分とても好きです。神ゲーです！！,5,2023-07-19 17:08:06
りんごんwwwりんごーんwww,ゲームタイトルだけで無く ゲームバランスが崩壊していて、特定のキャラを引ければヌルゲー 引けなかったら引退レベル グラは良いので、ゲームとして楽しむのを諦めれば気楽に遊べます,1,2023-04-30 00:47:20
るいと1,"原神をやってる延長線でスターレールも遊んでみたが、面白い、作り込みが凄いのは間違いないが2週間ほどで飽きて辞めてしまった。
やっぱり原神が一番かなって思いました。",4,2023-05-26 14:57:09
名無しの崩壊,"全体的にストーリーよりも通常クエストの方が多く、この世界で実際に過ごしている気分になれます！
　今はまだ２つのワールドしかないですが、それでもかなり満足です。",5,2023-06-17 12:50:02
おもち_猫,"初心者ですが既にブローニャという強いキャラクターをゲットすることができ、無課金にも優しいところが崩スタには沢山あります！
布教
あなたもこちらにおいでなさい",4,2023-06-08 14:37:08
xxxx_oO,"ストーリーは序盤がまじで分からないです、序盤で新規の八割が脱落したと思います
ホヨバだからって面白いって決めつけるのはおすすめしません
所詮原神で当てた一発屋だし",3,2023-04-29 04:18:14
スタレ楽しい,今回のアプデでストーリー追加されてボス戦闘あったけど、ターン制RPGだからやっぱりイマイチ緊張感がないし、探索も原神のような広いマップじゃないので自由度が低い。結局は原神の劣化ゲーです。,3,2023-07-25 05:25:14
kvpmj,"10連でキャラクター1体とか
星５なんて本当に存在するのかってレベル
最近のスマホゲーガチャ確率は酷すぎる
そろそろ本気で法で何かしらの対策した方がいい",2,2023-04-28 00:01:00
紅麗@クレイ,中途半端に原神ユーザーを取り込むたののオープンワールド感を出そうとしているのでマップの探索が面白くない割にはお使いなどであっちこっち移動させられて不快,2,2023-08-15 23:26:58
みん(*^o^*),"キャラクターが、塗られてなく、真っ白です。
キャラクターの画質上げると、黒くなります
アプリの問題なら、早急に対処してほしいです

アプリの内容じたいは、凄く面白かったです！",3,2023-07-16 00:01:39
おもち将軍,"ちょっとちょっと待って！
hoyolab神すぎで好き百露可愛い♡😍
絶対にやる！！！
これは1番やるべき原神も楽しいからやってね😊
hoyolabのメーカーは、絶対やるべき",5,2023-04-26 10:15:45
wtpkmenu'ph,"30分は嘘ですね チュートリアルだけで1時間以上掛かります 
会話もタップ連打でスキップ不可してもこれ
（それもゲームに慣れた人が多分こういうことなんだろうと出来る限り最速で戦闘や移動で進めてこれ）

最低ポイント付与まではおそらく数時間は掛かります それと累計で11ギガをインストールするハメになります 最低と云わざるを得ない",1,2023-08-12 01:54:45
はさかやぬ,チュートリアルでわかるグラフィックの良さ。スマホゲームはここまできたのかと感銘をうけた。ps4とかSwitchのゲームと言われても納得できるかもしれない,5,2023-04-26 01:25:26
プレイヤー09070,"ダラダラダラダラと歩き回らされて、おまけにストーリーがスキップできない。
戦闘はいつになったら始まるの？
どうやったらこんなくだらないゲーム作れるのか聞いてみたい",1,2023-07-19 20:42:12
軍蘭ブルース,"え？ソシャゲとしてなら普通に面白くない？
難しすぎるって人は頭使ってる？もしかして格上相手にもフルオートとか？ガチャ渋いってのも見るけど最近はこんなもんではww",5,2023-05-08 19:17:50
GOZILA,"⭐︎5全然出ないけど他人と競わず共闘もせず黙々とひとりで楽しめるし、⭐︎4や主人公が十分強いので気にならないのとても良い

空き時間に進めてたらあっという間にメインコンテンツ進んでました",4,2023-05-20 21:49:06
pippochechka,"уважаемые разрабы отмените кафку, она кринж и вообще треш помойный перс для дрочеров и сексуализации",1,2023-07-12 10:46:53
はごろもぎつね,"チュートリアルの液晶の裏に穴を発見したシーンの後穴が塞がってしまって進めることができません。
銀狼の協力のもと星核を取り出すってところです
早く治るのを楽しみに待ってます",1,2023-04-26 09:39:50
ジャガイモ2,相手を倒しても体力満タンで復活してこっちがやられるとか意味わからん。他もゲームバランス悪すぎやろ。映像は綺麗やと思うけどデータ重すぎやしもう良いわw。,1,2023-04-26 05:59:26
jmji_bts,"始めたてのときはターン制のゲームは好きじゃないからアンストしようとしたけど、個人的にポケモソ感覚だと思えば楽になったし今はめちゃくちゃハマりました笑
走る時の足の音がよすぎる",5,2023-05-08 09:59:33
よしだのよめ,"疑似花萼とはダンジョンのことらしい。こういう中国的な表記が多すぎて無理だわ。開始二時間でやめました。日本に合わせる気が無い。
グラフィックはいいです。",1,2023-04-26 17:49:47
G- VA,音楽も素敵でシステムが面白くて時間忘れてやり込めるけど、原神もそうだがホヨバース系のゲームあるあるなのか会話が腹立つくらいダラダラ長いのがストレス。,3,2023-06-27 10:06:06
みかん( ᐛ),"新規登録で承認コード入れてパスワード入れてやろうと思ったらパスワード1桁足りなくて入れてもっかいやったらメールアドレスはすでに使用されてますとか言われたんだけど!!
意味わからん",1,2023-06-05 12:51:29
ねごーすと,"シナリオの読みにくさとつまらなささえ無ければな…苦痛でしかない
あとガチャは天井じゃないといいキャラほぼ出ないから課金前提
これやるなら原神やった方がいい",1,2023-04-27 02:13:51
(´･_･`)ほあー,"確かにストーリーはちょいと難解な部分はある。
けれども操作性もキャラも良い。自分のペースで焦らずのんびり進められるから、個人的に総評としては良いゲームだと思う。",5,2023-05-02 06:17:56
散歩中ぽち,"圧倒的に燃料不足
必要素材量が多すぎなくらいなのにそれに見合うスタミナがバランス悪すぎる
1体育てるのにどんだけ素材周回必要なんだよ
もはやそれしかやる事ないけど",3,2023-08-04 10:31:37
キツツキ丸,"今作の方が自分には合っていました。原神はアクションなので、コントローラーがないので辛いところでした。こちらは、コマンド制なのがいいですよね。
UIもあちらとほぼ変わらないので、長く付き合えそうです。",4,2023-05-09 15:17:19
